user_id,signup_date,signup_month,source,plan,ab_variant,activated,first_applied,retained_7d,retained_30d,sessions_per_week,applies_per_session,ai_applies_pct,msg_open_rate,followup_click_rate
U00426,2024-11-21,2024-11,Product Hunt,Pro,B - Variant (AI Job Match),1,1,0,0,1,3.0,0.75,0.3,0.12
U00427,2024-06-06,2024-06,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,3,3.0,0.89,0.35,0.12
U00428,2024-12-30,2024-12,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00429,2024-07-30,2024-07,Referral,Free,B - Variant (AI Job Match),1,1,1,0,4,2.8,0.99,0.3,0.21
U00430,2024-02-08,2024-02,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,1,4.9,0.62,0.33,0.15
U00431,2024-07-20,2024-07,Referral,Pro,A - Control (Old Onboarding),1,1,1,0,3,2.1,0.98,0.32,0.11
U00432,2024-10-26,2024-10,Organic Search,Free,A - Control (Old Onboarding),1,1,1,0,4,3.3,0.77,0.16,0.25
U00433,2024-08-19,2024-08,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,2,4.1,0.73,0.4,0.09
U00434,2024-12-22,2024-12,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,4.4,0.65,0.35,0.29
U00435,2024-07-21,2024-07,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00436,2024-01-16,2024-01,Twitter/X,Pro,B - Variant (AI Job Match),1,1,1,0,2,3.7,0.91,0.09,0.02
U00437,2024-03-03,2024-03,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,2,4.2,0.9,0.44,0.19
U00438,2024-11-26,2024-11,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,3,4.4,0.71,0.33,0.18
U00439,2024-04-11,2024-04,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00440,2024-06-18,2024-06,Organic Search,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00441,2024-08-09,2024-08,Product Hunt,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00442,2024-03-29,2024-03,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,0,0,1,4.5,0.84,0.33,0.11
U00443,2024-11-11,2024-11,Organic Search,Free,A - Control (Old Onboarding),1,1,1,1,1,0.9,0.78,0.29,0.22
U00444,2024-04-12,2024-04,Referral,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00445,2024-10-05,2024-10,Product Hunt,Team,B - Variant (AI Job Match),1,1,1,0,6,2.4,0.68,0.28,0.26
U00446,2024-09-14,2024-09,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00447,2024-01-16,2024-01,Product Hunt,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00448,2024-09-28,2024-09,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,0,2,4.3,0.45,0.39,0.02
U00449,2024-01-29,2024-01,Referral,Team,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00450,2024-07-17,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,0,0,2,5.6,0.67,0.22,0.2
U00451,2024-12-23,2024-12,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,1,5.6,0.65,0.18,0.21
U00452,2024-09-09,2024-09,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,0,3,5.0,0.54,0.16,0.19
U00453,2024-06-18,2024-06,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00454,2024-06-14,2024-06,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,5.0,0.73,0.33,0.09
U00455,2024-07-05,2024-07,Twitter/X,Free,B - Variant (AI Job Match),1,1,1,1,3,4.5,0.85,0.36,0.24
U00456,2024-03-21,2024-03,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,4.4,0.62,0.28,0.12
U00457,2024-10-14,2024-10,Referral,Team,B - Variant (AI Job Match),1,1,1,1,1,2.7,0.89,0.21,0.13
U00458,2024-12-18,2024-12,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00459,2024-10-20,2024-10,LinkedIn Ad,Team,B - Variant (AI Job Match),1,1,0,0,1,4.9,1.0,0.19,0.27
U00460,2024-11-09,2024-11,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,2,3.9,0.72,0.46,0.1
U00461,2024-03-26,2024-03,Referral,Team,B - Variant (AI Job Match),1,1,1,1,5,2.2,0.97,0.45,0.17
U00462,2024-04-17,2024-04,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,2,0.5,0.73,0.53,0.11
U00463,2024-08-02,2024-08,Twitter/X,Pro,A - Control (Old Onboarding),1,1,1,0,6,1.0,0.74,0.34,0.13
U00464,2024-10-22,2024-10,Referral,Free,A - Control (Old Onboarding),1,0,0,0,3,2.1,0.77,0.37,0.19
U00465,2024-05-30,2024-05,Organic Search,Free,A - Control (Old Onboarding),1,0,0,0,2,2.4,0.63,0.38,0.2
U00466,2024-03-23,2024-03,Referral,Free,B - Variant (AI Job Match),1,1,1,0,4,5.2,0.86,0.4,0.15
U00467,2024-01-16,2024-01,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,3,4.3,0.94,0.25,0.34
U00468,2024-07-28,2024-07,Referral,Pro,B - Variant (AI Job Match),1,1,1,1,6,5.3,0.85,0.45,0.28
U00469,2024-10-19,2024-10,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,2,3.2,0.72,0.31,0.18
U00470,2024-11-16,2024-11,Referral,Free,A - Control (Old Onboarding),1,1,1,0,5,3.9,0.75,0.28,0.07
U00471,2024-06-06,2024-06,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,0,4,3.6,0.48,0.35,0.24
U00472,2024-07-14,2024-07,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,1,1,1.2,0.63,0.39,0.2
U00473,2024-12-22,2024-12,Referral,Free,A - Control (Old Onboarding),1,0,0,0,1,2.6,0.89,0.19,0.14
U00474,2024-10-28,2024-10,Organic Search,Free,A - Control (Old Onboarding),1,0,0,0,1,2.3,0.73,0.54,0.2
U00475,2024-12-17,2024-12,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,1,4.5,0.72,0.24,0.27
U00476,2024-12-31,2024-12,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,2,2.9,0.63,0.36,0.09
U00477,2024-03-16,2024-03,Organic Search,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00478,2024-04-18,2024-04,Product Hunt,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00479,2024-08-10,2024-08,Organic Search,Pro,A - Control (Old Onboarding),1,1,0,0,1,3.9,0.75,0.23,0.12
U00480,2024-02-04,2024-02,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00481,2024-09-23,2024-09,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,1,0,2,4.4,1.0,0.4,0.15
U00482,2024-03-16,2024-03,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,5,3.8,0.6,0.24,0.08
U00483,2024-05-26,2024-05,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,0,5,4.8,0.78,0.35,0.09
U00484,2024-03-29,2024-03,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00485,2024-01-20,2024-01,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,1,0,3,4.1,0.9,0.27,0.26
U00486,2024-06-21,2024-06,Product Hunt,Free,A - Control (Old Onboarding),1,1,1,0,1,4.0,0.55,0.24,0.15
U00487,2024-03-09,2024-03,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,1,2,5.6,1.0,0.24,0.28
U00488,2024-08-14,2024-08,Organic Search,Pro,B - Variant (AI Job Match),1,1,0,0,1,4.0,1.0,0.23,0.15
U00489,2024-09-20,2024-09,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,0,2,4.0,0.59,0.34,0.21
U00490,2024-03-29,2024-03,Organic Search,Pro,B - Variant (AI Job Match),1,1,0,0,3,3.6,0.83,0.32,0.22
U00491,2024-12-26,2024-12,Organic Search,Free,A - Control (Old Onboarding),1,0,0,0,3,2.5,0.52,0.41,0.12
U00492,2024-12-14,2024-12,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,4.1,0.8,0.31,0.29
U00493,2024-06-28,2024-06,Organic Search,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00494,2024-02-16,2024-02,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00495,2024-04-19,2024-04,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,0,6,3.5,0.92,0.25,0.29
U00496,2024-12-15,2024-12,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,3,3.3,0.7,0.33,0.17
U00497,2024-06-05,2024-06,Referral,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00498,2024-06-27,2024-06,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,3.1,0.69,0.31,0.25
U00499,2024-01-04,2024-01,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,5,5.7,0.56,0.31,0.13
U00500,2024-06-01,2024-06,Referral,Free,A - Control (Old Onboarding),1,1,1,0,3,3.4,0.77,0.31,0.09
U00501,2024-11-29,2024-11,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00502,2024-11-03,2024-11,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,0,1,2.1,0.85,0.36,0.13
U00503,2024-07-26,2024-07,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,1,3.5,0.76,0.37,0.05
U00504,2024-04-23,2024-04,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00505,2024-07-02,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00506,2024-04-02,2024-04,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00507,2024-10-13,2024-10,Referral,Free,B - Variant (AI Job Match),1,1,1,0,5,4.4,1.0,0.23,0.2
U00508,2024-06-06,2024-06,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,1,1,3,1.9,0.63,0.34,0.03
U00509,2024-11-20,2024-11,LinkedIn Ad,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00510,2024-09-13,2024-09,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,1,4.2,0.78,0.2,0.22
U00511,2024-03-18,2024-03,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00512,2024-08-22,2024-08,Organic Search,Pro,A - Control (Old Onboarding),1,1,0,0,1,4.7,0.88,0.35,0.13
U00513,2024-06-09,2024-06,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00514,2024-03-27,2024-03,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00515,2024-03-07,2024-03,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00516,2024-07-15,2024-07,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00517,2024-06-13,2024-06,Referral,Free,A - Control (Old Onboarding),1,1,1,0,2,1.9,0.69,0.5,0.24
U00518,2024-06-08,2024-06,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,1,3.2,0.83,0.39,0.16
U00519,2024-06-01,2024-06,Twitter/X,Free,B - Variant (AI Job Match),1,1,0,0,1,5.1,0.83,0.3,0.23
U00520,2024-03-09,2024-03,Organic Search,Pro,A - Control (Old Onboarding),1,0,0,0,1,3.3,0.94,0.36,0.11
U00521,2024-07-25,2024-07,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,4,3.9,0.81,0.45,0.12
U00522,2024-12-30,2024-12,Referral,Free,B - Variant (AI Job Match),1,1,1,0,1,2.6,0.58,0.33,0.16
U00523,2024-12-04,2024-12,Organic Search,Pro,A - Control (Old Onboarding),1,1,1,1,1,2.9,0.89,0.35,0.19
U00524,2024-12-25,2024-12,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,1,4.4,0.77,0.4,0.17
U00525,2024-05-18,2024-05,Referral,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00526,2024-09-18,2024-09,Referral,Free,A - Control (Old Onboarding),1,1,1,1,1,3.8,0.6,0.23,0.26
U00527,2024-09-24,2024-09,Twitter/X,Free,A - Control (Old Onboarding),1,1,0,0,1,4.2,0.63,0.5,0.07
U00528,2024-12-18,2024-12,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00529,2024-02-26,2024-02,Product Hunt,Free,A - Control (Old Onboarding),1,1,0,0,1,1.4,0.52,0.35,0.14
U00530,2024-02-21,2024-02,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00531,2024-05-15,2024-05,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,2.5,0.73,0.36,0.18
U00532,2024-06-09,2024-06,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00533,2024-01-05,2024-01,Product Hunt,Free,A - Control (Old Onboarding),1,1,0,0,3,0.5,0.66,0.26,0.18
U00534,2024-02-17,2024-02,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,2,3.2,0.72,0.39,0.16
U00535,2024-12-19,2024-12,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,1,3,3.9,0.82,0.24,0.17
U00536,2024-03-22,2024-03,Organic Search,Pro,A - Control (Old Onboarding),1,1,0,0,1,2.7,1.0,0.24,0.25
U00537,2024-07-02,2024-07,Referral,Pro,B - Variant (AI Job Match),1,1,1,1,1,4.7,0.91,0.47,0.02
U00538,2024-07-29,2024-07,LinkedIn Ad,Free,B - Variant (AI Job Match),1,0,0,0,3,0.6,0.79,0.36,0.1
U00539,2024-09-25,2024-09,Referral,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00540,2024-12-08,2024-12,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,1,4.0,0.58,0.17,0.19
U00541,2024-09-03,2024-09,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00542,2024-10-12,2024-10,Product Hunt,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00543,2024-09-15,2024-09,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,0,1,4.3,0.95,0.53,0.15
U00544,2024-01-26,2024-01,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00545,2024-02-10,2024-02,LinkedIn Ad,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00546,2024-08-16,2024-08,Organic Search,Team,B - Variant (AI Job Match),1,1,1,0,4,5.7,0.81,0.3,0.1
U00547,2024-02-16,2024-02,Product Hunt,Team,B - Variant (AI Job Match),1,1,1,1,5,2.1,0.88,0.05,0.22
U00548,2024-06-23,2024-06,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,2,3.0,0.71,0.25,0.25
U00549,2024-08-30,2024-08,Referral,Free,A - Control (Old Onboarding),1,1,1,0,4,3.4,0.53,0.22,0.17
U00550,2024-11-20,2024-11,Twitter/X,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00551,2024-01-24,2024-01,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,1,6,3.7,0.74,0.49,0.22
U00552,2024-03-02,2024-03,Twitter/X,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00553,2024-06-22,2024-06,Organic Search,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00554,2024-10-28,2024-10,Organic Search,Pro,A - Control (Old Onboarding),1,1,0,0,1,1.0,0.76,0.26,0.15
U00555,2024-01-03,2024-01,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00556,2024-09-04,2024-09,Twitter/X,Pro,B - Variant (AI Job Match),1,1,0,0,3,2.3,0.86,0.29,0.18
U00557,2024-02-23,2024-02,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,2,3.7,0.7,0.17,0.12
U00558,2024-12-20,2024-12,Referral,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00559,2024-08-19,2024-08,Product Hunt,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00560,2024-09-19,2024-09,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,1,7,4.7,1.0,0.32,0.06
U00561,2024-11-15,2024-11,Referral,Free,B - Variant (AI Job Match),1,1,0,0,2,5.3,0.71,0.18,0.11
U00562,2024-04-01,2024-04,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,3.3,0.81,0.36,0.16
U00563,2024-10-19,2024-10,Twitter/X,Pro,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00564,2024-09-30,2024-09,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,3,5.6,0.8,0.36,0.06
U00565,2024-04-12,2024-04,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,0,1,5.0,0.6,0.54,0.2
U00566,2024-04-14,2024-04,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,3.5,0.67,0.27,0.08
U00567,2024-04-24,2024-04,Referral,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00568,2024-12-22,2024-12,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,1,5.2,0.61,0.43,0.08
U00569,2024-12-16,2024-12,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,4.1,0.83,0.39,0.26
U00570,2024-08-14,2024-08,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,0,1,4.8,0.99,0.27,0.18
U00571,2024-04-09,2024-04,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,2,4.1,0.75,0.12,0.16
U00572,2024-08-07,2024-08,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00573,2024-01-03,2024-01,Organic Search,Pro,A - Control (Old Onboarding),1,1,1,0,1,2.4,1.0,0.37,0.17
U00574,2024-11-11,2024-11,Product Hunt,Free,B - Variant (AI Job Match),1,1,0,0,2,5.6,0.69,0.31,0.22
U00575,2024-09-26,2024-09,Organic Search,Free,A - Control (Old Onboarding),1,1,0,0,1,3.6,0.69,0.46,0.22
U00576,2024-02-17,2024-02,Organic Search,Pro,B - Variant (AI Job Match),1,1,0,0,1,3.6,0.82,0.35,0.14
U00577,2024-11-12,2024-11,LinkedIn Ad,Team,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00578,2024-01-05,2024-01,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00579,2024-11-14,2024-11,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,1,5.1,0.89,0.5,0.22
U00580,2024-05-24,2024-05,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,5,6.4,0.87,0.41,0.25
U00581,2024-11-29,2024-11,Organic Search,Free,B - Variant (AI Job Match),1,0,0,0,1,4.4,0.71,0.35,0.15
U00582,2024-10-02,2024-10,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00583,2024-04-19,2024-04,Product Hunt,Free,A - Control (Old Onboarding),1,1,0,0,2,3.3,0.65,0.43,0.18
U00584,2024-08-10,2024-08,Referral,Team,B - Variant (AI Job Match),1,1,1,1,5,3.0,0.72,0.18,0.21
U00585,2024-01-28,2024-01,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00586,2024-05-12,2024-05,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,1,1,3,2.7,0.7,0.25,0.15
U00587,2024-11-12,2024-11,Organic Search,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00588,2024-07-02,2024-07,Twitter/X,Free,B - Variant (AI Job Match),1,1,0,0,3,5.5,0.55,0.42,0.18
U00589,2024-08-12,2024-08,LinkedIn Ad,Pro,A - Control (Old Onboarding),1,1,0,0,2,4.1,1.0,0.23,0.24
U00590,2024-10-06,2024-10,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00591,2024-11-27,2024-11,LinkedIn Ad,Team,B - Variant (AI Job Match),1,1,1,0,6,2.6,0.92,0.4,0.17
U00592,2024-10-02,2024-10,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00593,2024-06-25,2024-06,Organic Search,Pro,B - Variant (AI Job Match),1,1,1,1,2,5.9,0.71,0.37,0.16
U00594,2024-02-28,2024-02,Organic Search,Pro,B - Variant (AI Job Match),1,1,0,0,1,2.3,0.98,0.28,0.24
U00595,2024-08-24,2024-08,Referral,Free,B - Variant (AI Job Match),1,1,1,0,3,3.8,0.58,0.52,0.14
U00596,2024-07-01,2024-07,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00597,2024-04-09,2024-04,Organic Search,Free,B - Variant (AI Job Match),1,1,0,0,3,5.1,0.66,0.23,0.14
U00598,2024-07-05,2024-07,Product Hunt,Team,A - Control (Old Onboarding),1,1,0,0,3,3.3,1.0,0.32,0.25
U00599,2024-11-24,2024-11,LinkedIn Ad,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00600,2024-09-02,2024-09,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,1.9,0.64,0.25,0.26
U00601,2024-05-23,2024-05,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,1,2,4.3,0.68,0.45,0.02
U00602,2024-01-10,2024-01,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,1,4,5.0,0.56,0.31,0.26
U00603,2024-05-13,2024-05,LinkedIn Ad,Team,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00604,2024-07-06,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00605,2024-03-09,2024-03,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,3,2.7,1.0,0.28,0.3
U00606,2024-11-10,2024-11,Referral,Pro,A - Control (Old Onboarding),1,1,1,0,5,1.2,0.75,0.35,0.12
U00607,2024-03-15,2024-03,Referral,Free,A - Control (Old Onboarding),1,1,1,0,4,3.6,0.62,0.34,0.23
U00608,2024-01-22,2024-01,Referral,Free,B - Variant (AI Job Match),1,1,0,0,1,5.0,0.85,0.43,0.2
U00609,2024-01-21,2024-01,Twitter/X,Free,B - Variant (AI Job Match),1,0,0,0,2,5.3,0.86,0.27,0.13
U00610,2024-05-14,2024-05,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,1.3,0.83,0.39,0.17
U00611,2024-02-09,2024-02,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,0,0,1,2.4,0.84,0.47,0.14
U00612,2024-09-06,2024-09,Product Hunt,Pro,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00613,2024-08-13,2024-08,Organic Search,Free,B - Variant (AI Job Match),1,1,1,0,6,6.1,0.77,0.38,0.19
U00614,2024-03-01,2024-03,Referral,Free,A - Control (Old Onboarding),1,1,0,0,1,3.7,0.73,0.44,0.22
U00615,2024-10-29,2024-10,Organic Search,Pro,A - Control (Old Onboarding),1,1,1,0,2,2.7,1.0,0.38,0.11
U00616,2024-01-21,2024-01,Product Hunt,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00617,2024-09-21,2024-09,Twitter/X,Free,B - Variant (AI Job Match),1,0,0,0,2,4.6,0.56,0.41,0.22
U00618,2024-12-04,2024-12,Product Hunt,Team,A - Control (Old Onboarding),1,1,1,1,3,2.5,1.0,0.31,0.16
U00619,2024-07-29,2024-07,Referral,Pro,B - Variant (AI Job Match),1,1,1,0,3,5.7,0.96,0.38,0.11
U00620,2024-06-24,2024-06,Twitter/X,Free,A - Control (Old Onboarding),1,1,1,0,4,3.8,0.73,0.4,0.26
U00621,2024-09-15,2024-09,Referral,Pro,B - Variant (AI Job Match),1,1,1,0,5,4.2,0.87,0.49,0.13
U00622,2024-09-29,2024-09,LinkedIn Ad,Free,A - Control (Old Onboarding),1,1,0,0,1,2.7,0.7,0.55,0.31
U00623,2024-12-13,2024-12,Referral,Free,A - Control (Old Onboarding),1,1,1,0,2,1.9,0.8,0.48,0.15
U00624,2024-07-14,2024-07,LinkedIn Ad,Pro,B - Variant (AI Job Match),1,1,1,1,2,3.8,0.98,0.25,0.26
U00625,2024-04-29,2024-04,Twitter/X,Free,B - Variant (AI Job Match),1,1,1,0,5,3.7,0.74,0.35,0.28
U00626,2024-01-04,2024-01,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00627,2024-12-18,2024-12,Product Hunt,Free,A - Control (Old Onboarding),1,1,1,0,1,4.7,0.7,0.25,0.19
U00628,2024-10-16,2024-10,LinkedIn Ad,Free,B - Variant (AI Job Match),0,0,0,0,0,0.0,0.0,0.0,0.0
U00629,2024-07-30,2024-07,LinkedIn Ad,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00630,2024-09-04,2024-09,Organic Search,Free,A - Control (Old Onboarding),0,0,0,0,0,0.0,0.0,0.0,0.0
U00631,2024-03-11,2024-03,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,1,3,4.3,0.79,0.28,0.18
U00632,2024-07-24,2024-07,Product Hunt,Pro,B - Variant (AI Job Match),1,1,1,0,2,4.1,0.68,0.36,0.18
U00633,2024-02-16,2024-02,Product Hunt,Free,B - Variant (AI Job Match),1,1,1,0,2,5.2,0.52,0.31,0.16
U00634,2024-07-15,2024-07,Twitter/X,Free,B - Variant (AI Job Match),1,0,0,0,1,4.7,0.62,0.46,0.22
U00635,2024-01-30,2024-01,Twitter/X,Pro,B - Variant (AI Job Match),1,1,0,0,1,3.4,0.9,0.3,0.23
U00636,2024-09-22,2024-09,Organic Search,Free,B - Variant (AI Job Match),1,1,1,1,1,2.2,0.69,0.24,0.26
U00637,2024-05-02,2024-05,Referral,Team,A - Control (Old Onboarding),1,1,0,0,1,3.3,0.83,0.25,0.22
U00638,2024-07-26,2024-07,LinkedIn Ad,Free,B - Variant (AI Job Match),1,1,1,0,6,5.5,0.67,0.48,0.27
